Date,News,Label
1399/04/08,"اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۰۸ شاخص بورس در یک قدمی فتح قله ۱.۵ میلیون واحد قرار گرفت کارمزد معاملات بازار سهام ۲۰ درصد کاهش یافت بورس کالا در مسیر تبدیل شدن به بزرگترین بازار کالایی منطقه بورس ""انرژی"" گرفت",1
1399/04/09,راه‌کارهای فرابورس برای کاهش نوسانات اوراق تسهیلات مسکن اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۰۹ اصلاح ۱۰۰۰۰ واحدی شاخص بورس در معاملات امروز بروزرسانی سامانه استعلام سهام عدالت/ سهام ۵۳۲ هزار تومانی ۱۳ میلیون و ۷۸۹ هزار تومان شد حمله افراد مسلح به ساختمان بورس پاکستان جزئیات کاهش ۲۰ و ۳۰ درصدی کارمزد ارکان بازار سهام/ اجرا از اول مرداد عرضه سهام هلدینگ سیمانی شستا، چهارشنبه در بورس چرا بازار محصولات پتروشیمی به هم ریخت؟ پتروشیمی‌ها مقصرند یا «بهین‌یاب»؟,0
1399/04/10,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۱۰ شاخص بورس از قله ۱.۵ میلیون واحد هم عبور کرد پرونده ویژه تسنیم؛ «اصل ۴۴؛ زشت یا زیبا؟»| در ۱۵ سال خصوصی سازی در ایران چه گذشت؟ صعود پرقدرت شاخص بورس به ارتفاع ۱.۵میلیون واحد,1
1399/04/11,سهام هلدینگ سیمانی شستا در بورس کشف قیمت شد اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۱۱ فولاد مبارکه برای تأمین مالی ۱۰هزار میلیارد ریالی به بورس کالا می‌رود رشد ۶۶ هزار واحدی، شاخص بورس را به ارتفاع ۱.۶ میلیون واحد رساند شاخص بورس بر قله ۱.۶ میلیون واحد نشست ارزش سهام عدالت صاحبان سهام ۵۳۲هزارتومانی ۱۴.۳میلیون تومان شد/ سود ۶میلیون‌تومانی در ۱ ماه ۳ دلیل رکوردشکنی بی‌سابقه بورس/ ۲ پذیره‌نویسی جدید نفتی و فولادی در راه است یک شرکت تولید نیروی برق به جمع بورسی‌ها پیوست بورس‌های کشور ۵ تایی می‌شوند/ مسکن صاحب بورس می‌شود زمان سفارش‌گیری هفتمین عرضه اولیه امسال بازار سهام اعلام شد,1
1399/04/14,"افت شاخص سهام اروپا به علت افزایش شمار مبتلایان به کرونا در آمریکا فروش ۳۰ درصد سهام عدالت برای مالکان مستقیم آزاد شد اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۱۴ رکورد حجم و ارزش معاملات بورس شکسته شد مصوبه تخفیف مالیات سنوات گذشته شرکت‌های تازه‌وارده به بورس ابلاغ شد ایرادات فنی سامانه‌ کارگزاری‌های بورس رفع شود/ حمایت اصولی از بازار سرمایه ضرورت دارد بورس املاک و مستغلات به شفافیت بازار مسکن کمک می‌کند امکان بازگشت ""کرونا"" به فرابورس قوت گرفت بی‌توجهی سازمان بورس به اختلالات زیرساخت‌های معاملاتی/ مجلس ورود می‌کند سند ۴ ورزشگاه به قباله سرخابی‌ها زده می‌شود",1
1399/04/15,"تصویب کلیات طرح ساماندهی سهام عدالت در کمیسیون اقتصادی مجلس افت عجیب ""دارا یکم"" در روزی که دارایی‌های این صندوق صف خرید بودند اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۱۵ شاخص بورس ۳۴ هزار واحد رشد کرد ۸ رقمی شدن، اندازه واحد معاملاتی گواهی سپرده سکه طلا را تغییر داد زمان دادوستد سهام ایران خودرو و سایپا در بورس تغییر کرد رشد بورس تا چه‌زمانی ادامه دارد؟/ پیشنهاد راه‌اندازی بورس ارز و پیش‌فروش سریع سکه رکوردهای باورنکردنی بورس تهران در ۳ ماه/ رشد ۷رقمی شاخص؛ ۶۴۸هزار میلیارد تومان معامله فرآیند تحویل قراردادهای آتی زعفران رشته ای سررسید تیر ۹۹ اعلام شد رشد ۱۹۳ هزار واحدی شاخص بورس در هفته دوم تیرماه بررسی ساماندهی سهام عدالت در کمیسیون اقتصادی مجلس/ نشست با دژپسند در خصوص بورس فولاد مبارکه از بورس کالا یکروزه ۱۰ هزار میلیارد ریال تامین مالی کرد ""دارا یکم"" تا اطلاع ثانوی بعد از زمان اصلی بازار معامله می‌شود",1
1399/04/16,ثبت رکورد پرش ۸۵ هزار واحدی شاخص بورس در یک روز معاملاتی رشد شاخص بازارهای بورس اروپا پس از افزایش شاخص در آسیا پیشنهاد ورود استارتاپ‌ها به بورس/ عسگری: استارتاپ‌ها حلقه مفقوده جهش تولید هستند پیشنهادات ۲۵ پژوهشگر مالی و اقتصادی برای کاهش مخاطرات بازار سهام سهام عدالت ۵۳۲هزارتومانی ۱۵میلیون و ۵۴۳هزار تومان شد/ سود ۴۴۰هزارتومانی در ۲ روز صعود بی‌چون‌وچرای شاخص بورس به قله ۱۷۰۰۰۰۰ واحد یک کارشناس بورس: پشت پرده رانت «بهین یاب» با جهش دلار نمایان شد عرضه‌های اولیه امسال بازار سهام ۸ تایی می‌شود «اصل ۴۴؛ زشت یا زیبا؟»| پورابراهیمی: قانون اصل ۴۴ بازنگری می‌شود/ جبرائیلی: وزارت اقتصاد گفته، اهداف اصل ۴۴ محقق نشد دلیل رشد نجومی قیمت سهام در بورس چیست؟ نقدینگی یا انتظار تورمی؟ خبر خوش مجلس از اختصاص سهام عدالت به ۱۰میلیون جامانده/ تصویب نهایی طرح احتمالاً تا ۲ هفته دیگر,1
1399/04/17,محدوده نوسان قیمت مجاز کلیه نمادهای گواهی سپرده سکه تغییر کرد پول فروش سهام عدالت کجاست؟ پاسکاری مردم بین بانک‌، کارگزاری و سپرده‌گذاری مرکزی یک شرکت کاغذی از فرابورس به بورس رفت اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۱۷ شاخص بورس ۲۷ هزار واحد رشد کرد سهام عدالت ۵۳۲ هزار تومانی ۱۶ میلیون و ۲۱۳ هزار تومان شد/ سود ۸ میلیون تومانی در بیش از ۱ ماه دستورالعمل پذیرش و معاملات اوراق گام در بازار سرمایه ابلاغ شد,1
1399/04/18,مهلت برگزاری مجمع شرکتهای بورسی تا دو ماه دیگر تمدید شد هشتمین عرضه اولیه امسال بازار سهام کشف قیمت شد چرا پول فروش سهام عدالت به حساب‌ مشمولان واریز نشد؟ اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۱۸ رکورد حجم و نوبت‌های روزانه معاملات بورس شکسته شد سهام عدالت ۵۳۲ هزار تومانی ۱۶ میلیون و ۵۷۸ هزار تومان شد/ سود ۳۶۵ هزار تومانی در ۱ روز باقی‌مانده سهام عدالت عید غدیر و ۲۲ بهمن آزاد می‌شود/ روحانی: بورس باید با استحکام به راه خودش ادامه دهد تاکید وزیر اقتصاد بر فروش اموال دولت در بورس برای جبران کسری بودجه/ ۲ صندوق پالایشی و خودرویی به زودی عرضه می‌شود پول ترسو وارد بازار سرمایه شد/ حدود ۲۰ شرکت در مرحله عرضه اولیه هستند,1
1399/04/21,۱۷ درصد سهام بانک ایران و ونزوئلا در بورس عرضه می‌شود پذیرش شرکت‌های استانی سهام عدالت در بورس کار سختی نیست ETF‌ بعدی خودرویی و فلزی است/توقف عرضه در کار نیست شاخص سهام اروپا بعد از کاهش سه روزه روند افزایشی گرفت اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۲۱ اصلاح ۱۲ هزار واحدی شاخص بورس در نخستین روز هفته مجلس منتظر پاسخ کتبی وزیر درباره محل تأمین سهام دارا دوم و سوم/ ارائه طرح دو فوریتی در صورت تأخیر دژپسند در شفاف سازی بخشی از سهام ۹ شرکت به تامین اجتماعی داده می‌شود واریز ۲۶۰۰ میلیارد تومان به حساب فروشندگان سهام عدالت/۱۵۰ میلیارد تومان هنوز تسویه نشده,0
1399/04/22,"روزنه ورود دلالان به بازار مواد اولیه کجاست؟ کارگزار ناظر سهام عدالت خود را بشناسید شناسایی سود ۳۰۱ ریالی برای هر سهم پست بانک/ رشد ۳۸۸ درصدی قیمت سهام اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۲۲ شاخص بورس از ارتفاع ۱.۸ میلیون واحد هم گذر کرد گزارش ""قالیباف"" از محورهای پنج‌گانه بسته اقتصادی مجلس به رهبر انقلاب مقاومت ۱.۸۰۰.۰۰۰ واحدی شکسته شد/صعود شاخص بورس به کانال جدید سهام عدالت ۵۳۲ هزار تومانی ۱۷ میلیون و ۱۸ هزار تومان شد عرضه‌های اولیه امسال ۹ تایی می‌شود ورود ۴ میلیون کد جدید به بورس از ابتدای امسال انبوه‌سازان مدعی شدند؛ راه‌اندازی بورس املاک به گرانی مسکن دامن می‌زند تشکیل هلدینگ فراگیر ملی از ۱۳ شرکت غیر بورسی سهام عدالت",1
1399/04/23,تخصیص سهام عدالت مشمولان به شرکت‌های سرمایه‌گذاری استانی انجام شد اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۲۳ شاخص بورس ۹۲۷۴ واحد رشد کرد سهام عدالت ۵۳۲ هزار تومانی ۱۷ میلیون و ۸۰۹ هزار تومان شد/ سود ۷۹۰ هزار تومانی در یک روز رشد ۱۴۰ هزار واحدی شاخص بورس در هفته سوم تیرماه دهمین عرضه‌ اولیه در راه است/ زر به سبد سهام ایرانی‌ها می‌آید لایحه افزایش سرمایه شرکت‌های بورسی با قید ۲ فوریت به مجلس ‌می‌رود,1
1399/04/24,برنامه ریزی برای تکمیل زنجیره ارزش افزوده معدن بور قره آغاج سخنگوی دولت: حمایت از بورس همچنان در دستور کار دولت است رشد ۱۴ برابری ارزش سهام پارس خودرو در یک سال گذشته زمان دادوستد سهام ۴ نماد بورسی پس از ساعت معمول معاملات اعلام شد لزوم برطرف کردن آسیب‌های موجود در زمینه آزادسازی سهام عدالت ۵۰ درصد کارمزد معاملات بازار سرمایه رسما کاهش یافت اماواگرهای تشکیل بورس املاک و مستغلات با سرمایه ۵هزار میلیارد تومانی/ مردم با فروش متری مسکن، خانه‌دار می شوند؟ جزییاتی از تفاهم نامه ملی تایدواتر با راه آهن با تامین منافع ۴۲ هزار سهامدار,1
1399/04/25,"لغو عرضه اولیه ""زر"" ماکارون، بدون دلیل قانع کننده/ قیمت مشکلی نداشت اعتبار و آبروی برندهای ملی را در بازار سرمایه زیر سوال می‌برند/ چرا عرضه اولیه #غزر انجام نشد؟ تاثیر دوگانه کرونا بر معاملات بازار سرمایه/ راهکارهای برون رفت از محدودیت‌های اقتصادی و نقش تعاون در پساکرونا نهمین عرضه اولیه امسال بازار سرمایه کشف قیمت شد/ سهم هر نفر ۶ سهم فروش گیاهان دارویی در بورس کالا کلید می‌خورد اصلاح زورکی شاخص بورس، تحت فشار عرضه‌های سنگین حقوقی‌ها اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۲۵ استفاده از ظرفیت بازار سرمایه برای تامین مالی صنعت رشد قیمت آلومینیوم را هشدار داده بودیم/ ارسال ۴ نامه بی پاسخ به وزارت صمت عرضه اولیه امروز زر ماکارون لغو شد روزانه ۱۵۰۰ میلیارد تومان نقدینگی جذب بورس می‌شود/ بازار سرمایه ضربه‌گیر اقتصاد شد مجوزات سازمان خصوصی‌سازی سامانه‌دار می‌شود قالیباف: دولت از «فرصت بورس» استفاده کند/ اگر پول‌ها به بورس نمی‌آمد جای دیگر تورم ایجاد می‌کرد",0
1399/04/28,موفقیت تامین مالی ۳۰هزار میلیارد ریالی فولاد مبارکه از مسیر بورس کالا اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۲۸ افت ۳۲ هزار واحدی شاخص تحت تاثیر مجامع بزرگان بورس بانک‌ها و سازمان بورس به مشمولان سهام عدالت ضرر زدند تغییر رنگ یک شرکت بازار پایه‌ای فرابورس از نارنجی به زرد سررسید جدید زیره سبز در بورس کالا راه‌اندازی می‌شود مرحله سوم تامین مالی ۱۰هزار میلیارد ریالی فولاد مبارکه از امروز در بورس کالا ۱۰۰درصد سهام استقلال و پرسپولیس در فرابورس واگذار می‌شود,0
1399/04/29,انحصار در کارگزاری‌های بورس کشور شکسته شد اطمینان خاطر وزیر ورزش از عاقبت‌بخیری سرخابی‌ها در پی خصوصی‌سازی مصوبه افزایش سهام شناور آزاد شرکت‌ها به ۲۵ درصد ابلاغ شد هشدار ستاد راهبری آزادسازی سهام عدالت به بانک‌ها برای حل سریع مشکلات سهامداران کمیسیون ویژه جهش تولید و نظارت بر اجرای اصل ۴۴ تشکیل شد اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۲۹ ورق بورس برگشت/ شاخص بورس آماده برای فتح قله ۲میلیون واحد ارزش سهام عدالت نزولی شد/ ضرر ۷۰۹هزارتومانی سهامداران برگه ۵۳۲هزارتومانی در ۱ روز تشکیل ۳۰ شرکت سرمایه گذاری استانی سهام عدالت تا شهریور,1
1399/04/30,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۴/۳۰ شاخص بورس در آستانه فتح قله ۲میلیون واحد قرار گرفت بازگشت سود سهام شرکت‌های انگلیسی به سطح قبل از کرونا تا ۶ سال طول می‌کشد شاخص بورس از ارتفاع ۱.۹ میلیون واحد گذر کرد عرضه‌های اولیه امسال بازار سهام به عدد ۱۰ رسید,1
1399/04/31,ارزش برگه ۵۳۲ هزار تومانی سهام عدالت ۱۹ میلیون و ۵۰۰ هزار تومان شد واگذاری ۱۳ درصد از سهام شرکت سرمایه گذاری ملی ایران به مردم از طریق بورس,0
1399/05/01,بهره‌گیری گروه اقتصادی کرمان خودرو از ظرفیت های بازار ثانویه دربازار اولیه اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۰۱ شاخص بورس ۱۵ هزار واحد افت کرد سامانه مجوزهای سازمان خصوصی‌سازی از امروز آغاز بکار کرد واحدهای دارا دوم و سوم با تخفیف ۳۰ درصدی عرضه می‌شوند سقوط واحدهای دارا یکم به زیر ارزش ذاتی زمان سفارش‌گیری عرضه اولیه امروز بورس اعلام شد راه جهش تولید از بازار سرمایه می‌گذرد ۳ صندوق ETF دیگر دولتی، در صف ورود به بورس/ دارا دوم در مرداد عرضه می‌شود اقدام سازمان بورس برای کاهش قطعی و اختلال معاملات/ خط و نشان برای کارگزاری‌ها کاهش ۲۰ درصدی کارمزد معاملات بورس از امروز اعمال می‌شود,0
1399/05/04,امکان معامله سهام عدالت برای همگان فراهم می‌شود آیین نامه اجرایی آزادسازی سهام عدالت ابلاغ شد تلاش برای رفع مشکلات سهامداران عدالت با بانک ها و شرکت های کارگزاری اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۰۴ شاخص بورس برای فتح قله ۲ میلیون واحد آماده شد فرصت مناسب دولت برای بهره برداری از ظرفیت بازار سرمایه تامین مالی سریع با ابزارهای تامین مالی اسلامی/ نقش انجمن مالی اسلامی در شناخت ابزارهای نوین بازار سرمایه تلاش انجمن مالی اسلامی ایران  برای کسب مرجعیت علمی در حوزه مالی اسلامی اندر حکایت جان گرفتن دوباره واگذاری‌های دولت در قالب رد دیون کارت اعتباری سهام عدالت به‌زودی ارائه می‌شود یک شرکت فعال در حوزه املاک به جمع بورسی‌ها اضافه شد,1
1399/05/05,تاسیس شرکت سهامی عام توسعه پروژه /جهش ثروت برای مردم در کنار جهش تولید برای کشور عرضه اولیه زرماکارون برای سومین بار تنبیه بخش خصوصی برای شفافیت داوطلبانه اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۰۵ اختلال در سامانه معاملاتی، بورس را از نفس انداخت/ شاخص از فتح قله ۲ میلیون واحد بازماند رشد ۵۹هزار واحدی شاخص بورس در هفته‌ای که گذشت لزوم استفاده از توان داخلی برای رفع مشکلات زیرساختی معاملات بازار سهام معاملات مسکن در بورس کالا کلید خورد جزئیات راه‌اندازی بورس املاک، مستغلات و امتیازات تشریح شد شاخص بورس به ارتفاع ۲ میلیون واحد صعود خواهد کرد برگه ۵۳۲ هزار تومانی سهام عدالت ۲۰ میلیونی شد خرید متری مسکن در بورس املاک و مستغلات امکان فروش ۶۰درصد سهام عدالت برای همه بعد از عید غدیر خم,0
1399/05/06,خروج فولاد از بورس کالا به مصلحت نیست ETF های دولتی منبعی مناسب برای اختصاص سهام عدالت به مشمولان جدید شاخص بورس ۱۳ هزار واحد افت کرد فرابورس فردا میزبان یک عرضه اولیه است رشد ۳۰ درصدی شاخص فرابورس در ماهی که گذشت رئیس جمهور: عرضه فولاد و پتروشیمی در بورس کالا افزایش یابد رشد ۷۵ درصدی سود خالص تاصیکو در سه ماه نخست ۹۹ جزئیات لایحه افزایش سرمایه شرکتهای بورسی/ شرط جدید اعمال مالیات با نرخ صفر عرضه اولیه سهام ۹۵۰ میلیون دلاری شرکت چینی در بورس آمریکا,0
1399/05/07,"کرونا ثابت کرد فوتبال ما سراسر دولتی است سهام عدالت تا دهه فجر کاملاً آزاد می‌شود اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۰۷ ثبت رشد ۸ هزار واحدی شاخص بورس در معاملات امروز سبحانی: دستور روحانی برای خروج فولاد از بورس کالا کذب است بورس پذیرای عرضه اولیه نماد"" امین"" می‌شود/اولین تامین مالی بدون رکن ضامن در کشور فراخوان ثبت نام متقاضیان کرسی هیات مدیره شرکت‌های استانی سهام عدالت شروع پذیره نویسی یک صندوق بازنشستگی در بورس از ابتدای هفته آینده سهام نیروگاه گیلان امروز عرضه می شود آغاز معاملات سهام سرمایه‌گذاری‌های استانی سهام عدالت در بورس، از ۱۵ مرداد بی‌نیازی به فروش سهام عدالت در پی صدور کارت اعتباری برای مشمولان سپرده‌گذاری مرکزی ادعا کرد: مشکلات سهامداران عدالت از امروز حل شد",1
1399/05/08,معاون بورس تهران: مجموعه‌های تولیدی در نوبت عرضه قرار می‌گیرند نقشه شوم شیادان و معاندین در کانال‌های بورسی/ شناسایی سرپل‌های مافیایی تذکر مجلس به وزارت اقتصاد برای حراست از سرمایه مردم در بورس ۹۰۰ هزار نفر همچنان در انتظار فروش سهام عدالت خود هستند «اصل ۴۴؛ زشت یا زیبا؟»| کردزنگنه: دولت واگذار می‌کند ولی کوچک نمی‌شود! مقاومت وزارت نفت در خصوصی‌سازی «اصل ۴۴؛ زشت یا زیبا؟»| پورابراهیمی: نقدینگی باید به بازار اول بورس هدایت شود/توسعه بازار دوم تهدید است,0
1399/05/11,رضوانی فر: سود تقسیمی سهام‌داران شرکت‌های تابعه شستا از طریق سامانه سجام پرداخت می شود اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۱۱ تدوین طرح دو فوریتی برای الزام دولت به هدایت سرمایه‌های موجود در بورس به سمت تولید شاخص بورس فاصله خود تا ارتفاع ۲ میلیون واحد را کم کرد طرح ساماندهی سهام عدالت در کمیسیون اقتصادی بررسی می‌شود دولت ۱۴ هزار میلیارد تومان سهم طی ۴ ماه در بورس فروخت نخستین شرکت چوبی فعال در حوزه ام‌دی‌اف وارد بازار سرمایه شد زمان معاملات شیفت بعدازظهر امروز بازار سهام اعلام شد عضو انجمن نوردکاران: عرضه شمش خارج از بورس تخلف است ارزش سهام شرکت اپل از آرامکوی عربستان پیشی گرفت بررسی بسته پیشنهادی مسئولان سازمان بورس در کمیسیون اقتصادی مجلس وزیر اقتصاد: نقدینگی ۷۰هزارمیلیاردتومانی واردشده به بورس را حفظ می‌کنیم,1
1399/05/12,سهمیه خریداران پی وی سی در بهین یاب اصلاح شد اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۱۲ سقف جدید سرمایه گذاری صندوق های با درآمد ثابت ابلاغ شد شاخص بورس بر قله ۲ میلیون واحد ایستاد سلیمانی: مخالفت انجمن فولاد با خروج فولاد از بورس به دولت اعلام شد عرضه‌های اولیه امسال بازار سهام ۱۲ تایی می‌شود شاخص بورس تهران بر بام ۲ میلیون واحد نشست یک شرکت صنعت غذایی به جمع بورسی‌ها اضافه شد ورود مجلس به موضوع رددیون ۳۲هزار میلیارد تومانی دولت به تامین اجتماعی آغاز پذیره‌نویسی ۱۰۰ هزار میلیارد تومان سهام صندوق ثروت بازنشستگی کشوری از امروز رشد ۲.۶ درصدی ارزش سهام عدالت در آغاز معاملات هفته,1
1399/05/13,حراج املاک، اراضی و مستغلات وزارت راه در بورس اعلام زمان عرضه دومین و سومین صندوق معامله پذیر دولتی/ ETF‌ پالایشی تابستان عرضه می‌شود,0
1399/05/14,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۱۴ شاخص بورس به رشد ۱۴۵۵ واحدی قناعت کرد سیستم معاملات بورس تا ۳ ماه آینده تغییر می‌کند دستور رئیس‌ جدید دیوان محاسبات برای تحقیق و تفحص از نحوه واگذاری هفت تپه درخواست جهانگیری از وزارت اقتصاد و سازمان بورس برای حراست از بازار سهام کاهش دامنه نوسان معاملات بورس تکذیب شد سیزدهمین عرضه اولیه امسال بازار سهام فردا انجام می‌شود خصوصی سازی تبدیل به اختصاصی سازی شده است بازار فولاد هم دلال بازی شد تامین مالی ۱۰۰ هزار میلیارد تومانی از طریق بورس در ۴ ماهه امسال مخالفت وزیر اقتصاد با بحث جاماندگان سهام عدالت/ دژپسند: همه گرفتند، سهامی باقی نمانده است,1
1399/05/15,"سهام ۴ شرکت دولتی واگذار می شود + قیمت پایه تاکید دوباره روحانی به عرضه‌ اولیه سهام شرکت‌ها در بورس ""امین"" سقف بازار را شکست اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۱۵ گذر شاخص بورس از ارتفاع ۲ میلیون واحد دوازدهمین عرضه اولیه امسال کشف قیمت شد لزوم دقت مسئولان در اجرای اصل ۴۴ قانون اساسی صدور مجوز فعالیت کارگزاری‌های بورس باید از انحصار خارج شود شاخص بورس قله ۲.۰۰۰.۰۰۰ واحد را پس گرفت بررسی مدیریت نقدینگی و بازار بورس با حضور دژپسند در مجلس/ ورود ۹۰ هزار میلیارد تومان نقدینگی به بورس در ۴ ماه گذشته سهامداران طی ۴ روز در بورس ۴۰۰۰ میلیارد ریال ""ثروت"" جمع کردند شناسایی ۴ میلیون جا مانده از دریافت سهام عدالت",1
1399/05/19,تصمیمی برای تغییر روش مالکیت سهام عدالت گرفته نشده است اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۱۹ جای پای شاخص بورس در ارتفاع ۲ میلیون واحد محکم شد نگاهی به عملکرد مالی نخستین شرکت سرمایه‌گذاری بورسی سهام عدالت خط و نشان وزیر اقتصاد برای بانکها: سهام عدالت را ارزان نخرید جزئیات پرداخت وام با وثیقه سهام عدالت/ نرخ سود ۱۸ درصد و بازپرداخت ۳ ساله نماد معاملاتی سرمایه‌گذاری استان خراسان جنوبی آماده بازگشایی در بورس شد جزئیات معامله سهام نخستین شرکت استانی سهام عدالت در بورس عرضه‌های اولیه امسال بازار سهام ۱۴ تایی می‌شود معاون وزیر ورزش وعده خصوصی‌سازی سرخابی‌ها را تا ابتدای مهر امسال داد ادامه بررسی طرح ساماندهی سهام عدالت در کمیسیون اقتصادی مجلس تکلیف واگذاری شرکت نیشکر هفت‌تپه این هفته مشخص می‌شود/ انتقاد از ناتوانی سازمان خصوصی‌سازی نماد نخستین شرکت سرمایه‌گذاری سهام عدالت در بورس درج شد آغاز معاملات سهام نخستین شرکت سرمایه‌گذاری استانی سهام عدالت، از امروز,1
1399/05/20,سازمان خصوصی‌سازی یک‌تنه بورس را منفی کرد تامین مالی ۲۵ هزارمیلیارد ریالی نفتی در بازار مشتقه بورس انرژی اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۲۰ گزارش تسنیم| پشت‌پرده لغو عرضه «دارا دوم»؛ بین ۲ وزیر دعوا شد شرکت ملی پالایش و پخش: توقف عرضه دارا دوم تصمیم وزیر اقتصاد بود توضیحات دژپسند درباره علت منتفی شدن دارا دوم؛ وزارت نفت آماده نبود جزئیات ارائه کارت اعتباری با وثیقه سهام عدالت/مدیرعامل بانک ملی: این اعتبار به افرادی که روش غیرمستقیم را انتخاب کرده‌اند تعلق می‌گیرد تکذیب پذیره‌نویسی دارای دوم در شهریور/ بی‌برنامگی دولت مردم را سر کار گذاشت ساز ناکوک اطلاع‌رسانی در سازمان خصوصی‌سازی بورس را به هم ریخت جزئیات دو شیفته شدن معاملات بازار سهام اعلام شد جزئیات پانزدهمین عرضه اولیه امسال بازار سهام اعلام شد برون‌رفت از چالش‌های ارزی اقتصاد ایران با راه‌اندازی بورس ارز ضریب خرید اعتباری سهام باز هم کاهش یافت ایراد مجلس به لایحه افزایش سرمایه شرکت‌های پذیرفته شده در بورس,0
1399/05/21,دستور وزیر نفت برای تأسیس سریع ETF پالایشی وزیر اقتصاد: صندوق پالایشی هفته اول شهریور ماه عرضه می‌شود علیزاده: عرضه بلوکی پالایشی‌ها متوقف شد/ دارا دوم شهریور می‌آید وزیر نفت: با عرضه پالایشگاه‌ها در بورس مخالف نیستیم/ اختلاف را عده‌ای بیکار پروبال می‌دهند + فیلم مردم بدانند، بورس تیغ دولبه است؛ هم سود دارد هم ضرر توضیحات جدید خصوصی‌سازی درباره توقف عرضه صندوق دارا دوم؛ «وزارت نفت تعلل کرد» معاون وزیر نفت: آماده عرضه بلوکی یا ETF سهام پالایشگاه‌ها هستیم,0
1399/05/22,تأخیر در واریز پول فروش سهام عدالت را به وزارت اقتصاد گزارش کنید اصلاح اطلاعات بهین یاب باید اولویت وزارت صمت باشد واشنگتن شرکت های چینی را به حذف از بورس آمریکا تهدید کرد,0
1399/05/25,پیش بینی حرکت شاخص بورس در ۳ سناریو نادران: فروش اوراق سلف نفتی بدون مجوز غیر قانونی است اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۹۹/۰۵/۲۵ مصوبه جدید سازمان بورس در راستاس استقلال مالی مدیران شرکت ها بزرگ‌ترین افت تاریخ بورس رقم خورد ۵ هزار و ۶۰۰ میلیارد تومان سهام عدالت فروخته شد لزوم ارائه آموزش های بورسی به مردم اعلام آمادگی کامل مجلس برای احقاق حقوق کارگران هفت تپه معاملات بورس از روز دوشنبه شیفتی انجام می‌شود فروش اوراق سلف نفتی وزارت نفت با مصوبه شورای سران متفاوت است,0
1399/05/26,بازگشت شاخص به کانال ۱ میلیون و ۸۰۰ هزار واحدی تکذیب افزایش نرخ سود بانکی/ سقف نرخ سود ۱۸درصد است/ بانک مرکزی برنامه‌ای برای افزایش سود ندارد عرضه اوراق سلف نفتی به زمان نامشخص موکول شد درخواست ۱۵۹ نماینده مجلس برای رعایت جایگاه مجلس در مصوبات اقتصادی سران قوا املاک ۱۹ شرکت زیرمجموعه شرکت عمران شهرهای جدید در ایستگاه بورس ارتقای سطح نرم افزاری کارگزاری ها برای تسهیل در فرآیند معاملات سهام ۳۳ شرکت بنیاد مستضعفان بورسی شدند واکنش خاندوزی به نوسانات بورس: شورای ثبات مالی تشکیل شود رئیس کمیسیون برنامه و بودجه: فروش اوراق سلف نفتی مجوز ندارد/ دولت مجوز فروش را اعلام کند عضو هیات رئیسه مجلس: دولت باید جواب منطقی برای اتفاقات بورس داشته باشد,0
